Center Name,Legal Name,Building,Street,Borough,ZipCode,address,status,street,borough,zip,cb,cwz,latitude,longitude,bbl,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,index_age,indextype,index
"ROOSEVELT ISLAND DAY NURSERY, INC.","ROOSEVELT ISLAND DAY NURSERY, INC.",405,MAIN STREET,MANHATTAN,10044,"405 MAIN STREET,MANHATTAN 10044",OK,405 MAIN STREET,MANHATTAN,10044,108,QN1,40.757748,-73.953581,1013737504,212-750-5274,8324,9/24/2022,Expired-In Renewal,0 YEARS - 2 YEARS,18,DC19141,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087314,www.ridn.org,9/24/2010,Y,0,17.4391,7,8.4034,0,4.9984,0,15.3835,6,2,34
RORY'S ROOM  PRESCHOOL,"THE OLIVE TREEHOUSE GROUP, LLC",3001,FORT HAMILTON PARKWAY,BROOKLYN,11218,"3001 FORT HAMILTON PARKWAY,BROOKLYN 11218",OK,3001 FORT HAMILTON PARKWAY,BROOKLYN,11218,307,BK2,40.648426,-73.978504,3052817501,718-435-4950,7913,8/29/2024,Permitted,2 YEARS - 5 YEARS,30,DC17917,PRESCHOOL,GDC,Child Care - Pre School,3403619,www.rorysroom.com,8/29/2008,Y,0,21.905,5,11.9769,0,6.1285,0,18.9541,5,1,17
ROSE HILL MONTESSORI OF MANHATTAN,ROSE HILL MONTESSORI CORP,484,2 AVENUE,MANHATTAN,10016,"484 2 AVENUE,MANHATTAN 10016",OK,484 2 AVENUE,MANHATTAN,10016,106,MN2,40.740581,-73.978925,1009340001,212-545-0061,105082,10/29/2023,Permitted,2 YEARS - 5 YEARS,66,DC38414,PRESCHOOL,GDC,Child Care - Pre School,1082732,www.Montessori-nyc.com,10/29/2019,Y,0,21.905,9,11.9769,0,6.1285,0,18.9541,5,1,17
ROUND THE CLOCK NURSERY,"URBAN CONCEPTS OF NEW YORK, ROUND THE CLOCK NURSERY INC.",2380,MARION AVENUE,BRONX,10458,"2380 MARION AVENUE,BRONX 10458",OK,2380 MARION AVENUE,BRONX,10458,205,BX1,40.858312,-73.895583,2030240008,718-329-6023,104211,8/16/2023,Permitted,0 YEARS - 2 YEARS,10,DC35311,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2011053,roundtheclocknursery.org,8/16/2017,Y,33.3333,17.4391,4,8.4034,33.3333,4.9984,0,15.3835,6,2,34
ROY WILKINS FAMILY CENTER,"SOUTHERN QUEENS PARK ASSOCIATION, INC.",119-07,Merrick Boulevard,QUEENS,11434,"119-07 Merrick Boulevard,QUEENS 11434",OK,119-07 MERRICK BOULEVARD,QUEENS,11434,412,QN4,40.685612,-73.772853,4124060180,718-276-4630,34285,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,30,DC23413,ALL AGE CAMP,Camp,Camp,4268835,www.sqpany.net,6/16/2015,N,33.3333,26.8868,0,1,0,14.2558,33.3333,21.8553,7,3,68
ROYAL CROWN INTERNATIONAL LLC,ROYAL CROWN INTERNATIONAL LLC,139-20,34 AVENUE,QUEENS,11354,"139-20 34 AVENUE,QUEENS 11354",OK,139-20 34 AVENUE,QUEENS,11354,407,QN3,40.767129,-73.828503,4049570033,646-495-7777,105440,7/12/2023,Permitted,2 YEARS - 5 YEARS,127,DC38196,PRESCHOOL,GDC,Child Care - Pre School,4618660,,7/12/2021,Y,40,21.905,16,11.9769,20,6.1285,40,18.9541,5,1,17
RUDOLF STEINER PRESCHOOL,RUDOLF STEINER SCHOOL,15,EAST 79 STREET,MANHATTAN,10075,"15 EAST 79 STREET,MANHATTAN 10075",OK,15 EAST   79 STREET,MANHATTAN,10075,108,MN6,40.776701,-73.962991,1014910008,212-535-2130,,1/23/2115,Active,3 YEARS - 5 YEARS,70,DC2649,PRESCHOOL,SBCC,School Based Child Care,1046429,,,,0,45.1817,13,8.0094,0,23.3017,0,35.2291,8,4,136
S.T.E.P. Day Camp Inc.,S.T.E.P. Day Camp Inc.,24008,240-08 135 Ave.,QUEENS,,"24008 240-08 135 Ave.,QUEENS ",REJECTED,,,,,,,,,718-974-0256,105371,9/15/2023,Permitted,6 YEARS - 16 YEARS,0,DC40375,SCHOOL AGE CAMP,Camp,Camp,0,,6/7/2021,Y,0,26.8868,0,1,0,14.2558,0,21.8553,9,3,260
SACRED HEART CATHOLIC ACADEMY,SACRED HEART CATHOLIC ACADEMY,84-05,78 AVENUE,QUEENS,11385,"84-05 78 AVENUE,QUEENS 11385",OK,84-05 78 AVENUE,QUEENS,11385,405,QN2,40.705684,-73.864905,4038400024,917-670-8917,105456,9/15/2021,Expired-In Renewal,6 YEARS - 16 YEARS,0,DC40320,SCHOOL AGE CAMP,Camp,Camp,4443218,www.sacredheart.org,7/28/2021,Y,,,0,1,,,,,9,3,260
SACRED HEART CATHOLIC ACADEMY OF BAYSIDE,SACRED HEART CATHOLIC ACADEMY OF BAYSIDE,216-01,38TH AVE,QUEENS,11361,"216-01 38TH AVE,QUEENS 11361",OK,216-01 38 AVENUE,QUEENS,11361,411,QN3,40.767409,-73.767437,4061840029,718-631-4804,,1/23/2115,Active,3 YEARS - 5 YEARS,60,DC20912,PRESCHOOL,SBCC,School Based Child Care,4136719,,,,33.3333,45.1817,14,8.0094,0,23.3017,33.3333,35.2291,8,4,136
Sacred Heart Catholic Academy of Glendale,SACRED HEART CATHOLIC ACADEMY OF GLENDALE,84-05,78 AVENUE,QUEENS,11385,"84-05 78 AVENUE,QUEENS 11385",OK,84-05 78 AVENUE,QUEENS,11385,405,QN2,40.705684,-73.864905,4038400024,718-456-6636,,1/23/2115,Active,3 YEARS - 5 YEARS,42,DC2470,PRESCHOOL,SBCC,School Based Child Care,4443218,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,8,4,136
SACRED HEART SCHOOL,SACRED HEART SCHOOL,301,NORTH BURGHER AVENUE,STATEN ISLAND,10310,"301 NORTH BURGHER AVENUE,STATEN ISLAND 10310",OK,301 NORTH BURGHER AVENUE,STATEN IS,10310,501,SI1,40.633571,-74.114272,5001630009,718-442-0347,,12/14/2115,Active,2 YEARS - 5 YEARS,0,DC1389,PRESCHOOL,SBCC,School Based Child Care,5106588,,,,100,45.1817,1,8.0094,0,23.3017,100,35.2291,5,4,24
SACRED HEART SCHOOL,SACRED HEART CATHOLIC ACADEMY,115-50,221 STREET,QUEENS,11411,"115-50 221 STREET,QUEENS 11411",OK,115-50 221 STREET,QUEENS,11411,413,QN4,40.698714,-73.737271,4112840001,718-527-0123,,1/23/2115,Active,3 YEARS - 5 YEARS,26,DC2523,PRESCHOOL,SBCC,School Based Child Care,4243292,,,,100,45.1817,21,8.0094,66.6667,23.3017,100,35.2291,8,4,136
SACRED HEART SCHOOL,ARCHDIOCESE OF NEW YORK-SACRED HEART 168TH ST. ELEMENTARY SCHOOL,95,WEST 168TH STREET,BRONX,10452,"95 WEST 168TH STREET,BRONX 10452",OK,95 WEST  168 STREET,BRONX,10452,204,BX1,40.838321,-73.924537,2025170001,718-293-4288,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC17547,PRESCHOOL,SBCC,School Based Child Care,2003305,,,,0,45.1817,7,8.0094,0,23.3017,0,35.2291,8,4,136
Saint Adalbert Catholic Academy,SAINT ADALBERT CATHOLIC ACADEMY,52-17,83 STREET,QUEENS,11373,"52-17 83 STREET,QUEENS 11373",OK,52-17 83 STREET,QUEENS,11373,404,QN2,40.73287,-73.883826,4029020011,718-424-2376,,11/15/2115,Active,3 YEARS - 5 YEARS,81,DC2472,PRESCHOOL,SBCC,School Based Child Care,4443149,,,,50,45.1817,8,8.0094,0,23.3017,50,35.2291,8,4,136
SAINT ANDREW AVELLINO SCHOOL,BROOKLYN ARCHDIOCESE,35-50,158 STREET,QUEENS,11358,"35-50 158 STREET,QUEENS 11358",OK,35-50 158 STREET,QUEENS,11358,407,QN3,40.765374,-73.807093,4052730015,718-359-7887,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC2475,PRESCHOOL,SBCC,School Based Child Care,4119298,www.saintandrewavellino.com,,,66.6667,45.1817,7,8.0094,0,23.3017,66.6667,35.2291,8,4,136
SAINT ANN SCHOOL,SAINT ANN SCHOOL,125,CROMWELL AVENUE,STATEN ISLAND,10304,"125 CROMWELL AVENUE,STATEN ISLAND 10304",OK,125 CROMWELL AVENUE,STATEN IS,10304,502,SI1,40.590672,-74.097006,5033180001,718-351-4343,,12/14/2115,Active,2 YEARS - 5 YEARS,0,DC24743,PRESCHOOL,SBCC,School Based Child Care,5048894,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,5,4,24
SAINT ANSELM CATHOLIC ACADEMY,SAINT ANSELM CATHOLIC ACADEMY,365,83 STREET,BROOKLYN,11209,"365 83 STREET,BROOKLYN 11209",OK,365 83 STREET,BROOKLYN,11209,310,BK4,40.625297,-74.028499,3060070053,718-745-7643,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC508,PRESCHOOL,SBCC,School Based Child Care,3152079,,,,100,45.1817,21,8.0094,100,23.3017,0,35.2291,8,4,136
Saint Bartholomew Catholic Academy,SAINT BARTHOLOMEW CATHOLIC ACADEMY,44-15,JUDGE STREET,QUEENS,11373,"44-15 JUDGE STREET,QUEENS 11373",OK,44-15 JUDGE STREET,QUEENS,11373,404,QN2,40.742964,-73.877449,4015710019,718-446-7575,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC2478,PRESCHOOL,SBCC,School Based Child Care,4439252,,,,66.6667,45.1817,2,8.0094,33.3333,23.3017,66.6667,35.2291,8,4,136
SAINT BERNADETTE SCHOOL,ST. BERNADETTE CATHOLIC ACADEMY,1313,83 STREET,BROOKLYN,11228,"1313 83 STREET,BROOKLYN 11228",OK,1313 83 STREET,BROOKLYN,11228,310,BK4,40.615498,-74.01163,3063030001,718-236-1560,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC509,PRESCHOOL,SBCC,School Based Child Care,3334376,,,,100,45.1817,9,8.0094,100,23.3017,0,35.2291,8,4,136
SAINT BERNARD CATHOLIC ACADEMY,BROOKLYN ARCHDIOCESE,2030,East 69 Street,BROOKLYN,11234,"2030 East 69 Street,BROOKLYN 11234",OK,2030 EAST   69 STREET,BROOKLYN,11234,318,BK3,40.619578,-73.909724,3084090050,718-241-6040,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC20914,PRESCHOOL,SBCC,School Based Child Care,3237222,,,,33.3333,45.1817,11,8.0094,33.3333,23.3017,0,35.2291,8,4,136
SAINT BRIGID CATHOLIC ACADEMY,SAINT BRIGID CATHOLIC ACADEMY,438,GROVE STREET,BROOKLYN,11237,"438 GROVE STREET,BROOKLYN 11237",OK,438 GROVE STREET,BROOKLYN,11237,304,BK1,40.701745,-73.912328,3033290016,718-821-1477,,3/14/2117,Active,3 YEARS - 5 YEARS,0,DC1725,PRESCHOOL,SBCC,School Based Child Care,3251919,,,,0,45.1817,4,8.0094,0,23.3017,0,35.2291,8,4,136
Saint Camillus Catholic Academy,SAINT CAMILLUS CATHOLIC ACADEMY,185,BEACH 99 STREET,QUEENS,11694,"185 BEACH 99 STREET,QUEENS 11694",OK,185 BEACH   99 STREET,QUEENS,11694,414,QN4,40.583856,-73.820117,4161720020,718-634-5260,,9/14/2117,Active,3 YEARS - 5 YEARS,25,DC2528,PRESCHOOL,SBCC,School Based Child Care,4440329,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,8,4,136
SAINT CHRISTOPHER  OTTLIE,SCO FAMILY OF SERVICES,411,THATFORD AVENUE,BROOKLYN,11212,"411 THATFORD AVENUE,BROOKLYN 11212",OK,411 THATFORD AVENUE,BROOKLYN,11212,316,BK3,40.660306,-73.907355,3036040001,929-234-6870,51759,9/9/2023,Permitted,2 YEARS - 5 YEARS,164,DC25613,PRESCHOOL,GDC,Child Care - Pre School,3082389,http://sco.org/programs/early-childhood/,9/9/2013,Y,0,21.905,30,11.9769,0,6.1285,0,18.9541,5,1,17
SAINT CHRISTOPHER OTTLIE-GILMORE,SCO FAMILY OF SERVICES,29-49,GILLMORE STREET,QUEENS,11369,"29-49 GILLMORE STREET,QUEENS 11369",OK,29-49 GILLMORE STREET,QUEENS,11369,403,QN2,40.761875,-73.864918,4016690038,718-779-1660,24177,10/5/2024,Permitted,2 YEARS - 5 YEARS,83,DC24708,PRESCHOOL,GDC,Child Care - Pre School,4041534,www.sco.org,10/5/2012,Y,16.6667,21.905,9,11.9769,0,6.1285,16.6667,18.9541,5,1,17
SAINT DOMINIC'S FAMILY SERVICES,SAINT DOMINIC'S FAMILY SERVICES,2340,ANDREWS AVENUE,BRONX,10468,"2340 ANDREWS AVENUE,BRONX 10468",OK,2340 ANDREWS AVENUE,BRONX,10468,207,BX1,40.862282,-73.906589,2032180035,718-365-7238,104590,9/7/2024,Permitted,2 YEARS - 5 YEARS,83,DC37409,PRESCHOOL,GDC,Child Care - Pre School,2094684,www.sdfs.org,9/7/2018,Y,16.6667,21.905,22,11.9769,0,6.1285,16.6667,18.9541,5,1,17
SAINT ELIZABETH CATHOLIC ACADEMY,BROOKLYN ARCHDIOCESE,94-01,85 STREET,QUEENS,11416,"94-01 85 STREET,QUEENS 11416",OK,94-01 85 STREET,QUEENS,11416,409,QN4,40.685708,-73.856393,4090190001,718-641-6990,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC2531,PRESCHOOL,SBCC,School Based Child Care,4187302,,,,0,45.1817,2,8.0094,0,23.3017,0,35.2291,5,4,24
SAINT FRANCIS DESALES,BROOKLYN ARCHDIOCESE,219,BEACH 129TH STREET,QUEENS,11694,"219 BEACH 129TH STREET,QUEENS 11694",OK,219 BEACH  129 STREET,QUEENS,11694,414,QN4,40.57651,-73.848323,4162250020,,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC20919,PRESCHOOL,SBCC,School Based Child Care,4439031,,,,0,45.1817,1,8.0094,0,23.3017,0,35.2291,8,4,136
SAINT GREGORY THE GREAT SCHOOL,BROOKLYN ARCHDIOCESE,244-44,87 AVENUE,QUEENS,11426,"244-44 87 AVENUE,QUEENS 11426",OK,244-44 87 AVENUE,QUEENS,11426,413,QN4,40.730272,-73.722765,4086370006,718-343-5053,,1/23/2115,Active,2 YEARS - 5 YEARS,50,DC2533,PRESCHOOL,SBCC,School Based Child Care,4438385,,,,50,45.1817,11,8.0094,50,23.3017,50,35.2291,5,4,24
SAINT LUKE'S SCHOOL,SAINT LUKE SCHOOL,16-01,150 STREET,QUEENS,11357,"16-01 150 STREET,QUEENS 11357",OK,16-01 150 STREET,QUEENS,11357,407,QN3,40.784733,-73.813717,:,718-746-3833,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC2489,PRESCHOOL,SBCC,School Based Child Care,0,,,,100,45.1817,16,8.0094,0,23.3017,100,35.2291,8,4,136
SAINT MARGARET CATHOLIC ACADEMY,SAINT MARGARET CATHOLIC ACADEMY,66-10,80 STREET,QUEENS,11379,"66-10 80 STREET,QUEENS 11379",OK,66-10 80 STREET,QUEENS,11379,405,QN2,40.715521,-73.871988,4030700027,718-326-0922,,10/3/2115,Active,3 YEARS - 5 YEARS,0,DC2490,PRESCHOOL,SBCC,School Based Child Care,4437628,,,,0,45.1817,20,8.0094,0,23.3017,0,35.2291,8,4,136
SAINT MARK CATHOLIC ACADEMY,SAINT MARK CATHOLIC ACADEMY,2602,EAST 19 STREET,BROOKLYN,11235,"2602 EAST 19 STREET,BROOKLYN 11235",OK,2602 EAST   19 STREET,BROOKLYN,11235,315,BK5,40.588254,-73.950523,3074630005,718-332-9304,,3/15/2115,Active,3 YEARS - 5 YEARS,45,DC515,PRESCHOOL,SBCC,School Based Child Care,3205007,,,,50,45.1817,7,8.0094,50,23.3017,50,35.2291,8,4,136
Saint Matthias Catholic Academy Pre-School,SAINT MATTHIAS CATHOLIC ACADEMY PRE-SCHOOL,58-25,CATALPA AVENUE,QUEENS,11385,"58-25 CATALPA AVENUE,QUEENS 11385",OK,58-25 CATALPA AVENUE,QUEENS,11385,405,QN2,40.701863,-73.902241,4034730050,718-381-8003,,1/23/2115,Active,3 YEARS - 5 YEARS,44,DC2492,PRESCHOOL,SBCC,School Based Child Care,4437724,www.stmatthiaschool.org,,,0,45.1817,2,8.0094,0,23.3017,0,35.2291,8,4,136
SAINT NICHOLAS OF TOLENTINE CATHOLIC ACADEMY,BROOKLYN ARCHDIOCESE,80-22,PARSONS BOULEVARD,QUEENS,11432,"80-22 PARSONS BOULEVARD,QUEENS 11432",OK,80-22 PARSONS BOULEVARD,QUEENS,11432,408,QN3,40.719427,-73.80891,4067130041,718-380-1900,,1/23/2115,Active,2 YEARS - 5 YEARS,74,DC2537,PRESCHOOL,SBCC,School Based Child Care,4439698,,,,50,45.1817,11,8.0094,0,23.3017,50,35.2291,5,4,24
SAINT PETERS CATHOLIC ACADEMY,SAINT PETER CATHOLIC ACADEMY,8401,23RD AVENUE,BROOKLYN,11214,"8401 23RD AVENUE,BROOKLYN 11214",OK,8401 23 AVENUE,BROOKLYN,11214,311,BK4,40.601656,-73.990468,3068550001,718-372-0025,,3/14/2117,Active,3 YEARS - 5 YEARS,0,DC20923,PRESCHOOL,SBCC,School Based Child Care,3329173,,,,,,14,8.0094,,,,,8,4,136
"Saint Peters Evangelical Lutheran Church, in the Borough of Brooklyn, City of New York","Saint Peters Evangelical Lutheran Church, in the Borough of Brooklyn, City of New York",105-109,HIGHLAND PLACE,BROOKLYN,11208,"105-109 HIGHLAND PLACE,BROOKLYN 11208",OK,105-109 HIGHLAND PLACE,BROOKLYN,11208,305,BK3,40.682666,-73.881483,3039300016,718-647-1014,4264,3/22/2024,Permitted,2 YEARS - 5 YEARS,97,DC414,PRESCHOOL,GDC,Child Care - Pre School,3398192,,8/28/2000,N,0,21.905,13,11.9769,0,6.1285,0,18.9541,5,1,17
SAINT ROSE OF LIMA,ST. ROSE OF LIMA CATHOLIC ACADEMY,154,BEACH 84 STREET,QUEENS,11693,"154 BEACH 84 STREET,QUEENS 11693",OK,154 BEACH   84 STREET,QUEENS,11693,414,QN4,40.586636,-73.80974,4161300013,718-474-7079,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC2540,PRESCHOOL,SBCC,School Based Child Care,4538543,,,,0,45.1817,15,8.0094,0,23.3017,0,35.2291,8,4,136
SAINT SAVIOUR NURSERY SCHOOL,BROOKLYN ARCHDIOCESE,701,8 AVENUE,BROOKLYN,11215,"701 8 AVENUE,BROOKLYN 11215",OK,701 8 AVENUE,BROOKLYN,11215,306,BK2,40.666868,-73.978278,3010890007,718-768-8000,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC1733,PRESCHOOL,SBCC,School Based Child Care,3025810,,,,,,5,8.0094,,,,,5,4,24
SAINT STANISLAUS KOSTKA CATHOLIC ACADEMY,SAINT STANISLAUS KOSTKA CATHOLIC ACADEMY,12,Newell Street,BROOKLYN,11222,"12 Newell Street,BROOKLYN 11222",OK,12 NEWELL STREET,BROOKLYN,11222,301,BK1,40.723378,-73.946555,3026840042,929-205-1240,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC20927,PRESCHOOL,SBCC,School Based Child Care,3066952,,,,100,45.1817,0,8.0094,100,23.3017,100,35.2291,8,4,136
SAINT THOMAS APOSTLE CATHOLIC ACADEMY,SAINT THOMAS APOSTLE CATHOLIC ACADEMY,87-49,87 STREET,QUEENS,11421,"87-49 87 STREET,QUEENS 11421",OK,87-49 87 STREET,QUEENS,11421,409,QN4,40.691835,-73.856931,4089250026,718-847-3904,,3/14/2117,Active,3 YEARS - 5 YEARS,0,DC2543,PRESCHOOL,SBCC,School Based Child Care,4438403,,,,0,45.1817,2,8.0094,0,23.3017,0,35.2291,8,4,136
SAINTS JOACHIM AND ANNE SCHOOL,BROOKLYN ARCHDIOCES,218-19,105 AVENUE,QUEENS,11429,"218-19 105 AVENUE,QUEENS 11429",OK,218-19 105 AVENUE,QUEENS,11429,413,QN4,40.711989,-73.738791,4111080009,718-465-2230,,1/23/2115,Active,2 YEARS - 5 YEARS,67,DC2524,PRESCHOOL,SBCC,School Based Child Care,4239367,,,,50,45.1817,12,8.0094,50,23.3017,50,35.2291,5,4,24
SALVE REGINA CATHOLIC ACADEMY,SALVE REGINA CATHOLIC ACADEMY,237,JEROME STREET,BROOKLYN,11207,"237 JEROME STREET,BROOKLYN 11207",OK,237 JEROME STREET,BROOKLYN,11207,305,BK3,40.676219,-73.887479,3039660001,718-277-9000,,8/29/2117,Active,3 YEARS - 5 YEARS,0,DC22510,PRESCHOOL,SBCC,School Based Child Care,3327110,,,,0,45.1817,9,8.0094,0,23.3017,0,35.2291,8,4,136
"SAMUEL FIELD YM & YWHA, INC.","SAMUEL FIELD YM & YWHA, INC.",6709,108TH ST,QUEENS,11375,"6709 108TH ST,QUEENS 11375",OK,6709 108 STREET,QUEENS,11375,406,QN2,40.728702,-73.847414,4021760001,718-268-5011,104803,5/1/2023,Permitted,2 YEARS - 5 YEARS,114,DC37909,PRESCHOOL,GDC,Child Care - Pre School,4051865,cqy.org,5/1/2019,Y,0,21.905,20,11.9769,0,6.1285,0,18.9541,5,1,17
SAN JOSE NURSERY,"CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC.",432,WEST 20 STREET,MANHATTAN,10011,"432 WEST 20 STREET,MANHATTAN 10011",OK,432 WEST   20 STREET,MANHATTAN,10011,104,MN5,40.745066,-74.003775,1007170060,212-929-0839,6880,9/18/2021,Expired-In Renewal,0 YEARS - 2 YEARS,20,DC2279,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1080367,,3/11/2004,N,0,17.4391,4,8.4034,0,4.9984,0,15.3835,6,2,34
SAN JOSE NURSERY,"CONGREGATION OF THE MOTHERS OF THE HELPLESS, INC.",432,WEST 20TH STREET,MANHATTAN,10011,"432 WEST 20TH STREET,MANHATTAN 10011",OK,432 WEST   20 STREET,MANHATTAN,10011,104,MN5,40.745066,-74.003775,1007170060,212-929-0839,1382,3/8/2021,Expired-In Renewal,2 YEARS - 5 YEARS,24,DC14245,PRESCHOOL,GDC,Child Care - Pre School,1080367,sanjosedaynursery.com,1/22/2005,N,0,21.905,4,11.9769,0,6.1285,0,18.9541,5,1,17
"SANDRA'S SUNFLOWER CHILD CARE, INC.","SANDRA'S SUNFLOWER CHILD CARE, INC.",90-16,SUTPHIN BLVD.,QUEENS,11435,"90-16 SUTPHIN BLVD.,QUEENS 11435",OK,90-16 SUTPHIN BOULEVARD,QUEENS,11435,412,QN4,40.702513,-73.808241,4096760027,347-454-9079,21477,8/27/2024,Permitted,2 YEARS - 5 YEARS,65,DC23088,PRESCHOOL,GDC,Child Care - Pre School,4206751,www.sandrasunflowerchildcare.com,8/27/2012,Y,20,21.905,8,11.9769,0,6.1285,20,18.9541,5,1,17
SANTA MARIA SCHOOL,SANTA MARIA SCHOOL,1651,ZEREGA AVENUE,BRONX,10462,"1651 ZEREGA AVENUE,BRONX 10462",OK,1651 ZEREGA AVENUE,BRONX,10462,210,BX2,40.839497,-73.850633,2039910078,718-863-5047,,2/2/2115,Active,3 YEARS - 5 YEARS,0,DC1760,PRESCHOOL,SBCC,School Based Child Care,2042064,,,,0,45.1817,27,8.0094,0,23.3017,0,35.2291,8,4,136
SANTA MARIA SCHOOL,SANTA MARIA SCHOOL,1510,ZEREGA AVENUE,BRONX,10462,"1510 ZEREGA AVENUE,BRONX 10462",OK,1510 ZEREGA AVENUE,BRONX,10462,210,BX2,40.838263,-73.848818,2039770001,718-823-3636,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC1763,PRESCHOOL,SBCC,School Based Child Care,2041767,www.archny.org/education,,,50,45.1817,2,8.0094,0,23.3017,50,35.2291,8,4,136
SAR,SALANTER AKIBA RIVERDALE ACADEMY,775,WEST  254 STREET Rear,BRONX,10471,"775 WEST  254 STREET Rear,BRONX 10471",OK,775 WEST  254 STREET,BRONX,10471,208,BX1,40.903553,-73.912446,2059470001,347-274-3620,105454,7/23/2023,Permitted,2 YEARS - 5 YEARS,45,DC39812,PRESCHOOL,GDC,Child Care - Pre School,2124120,,7/23/2021,Y,100,21.905,7,11.9769,0,6.1285,100,18.9541,5,1,17
SBCC,THE GARVEY SCHOOL,950,BAYCHESTER AVENUE,BRONX,10475,"950 BAYCHESTER AVENUE,BRONX 10475",OK,950 BAYCHESTER AVENUE,BRONX,10475,210,BX2,40.878341,-73.833105,2051410120,718-320-3902,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC22770,PRESCHOOL,SBCC,School Based Child Care,2097914,,,,100,45.1817,1,8.0094,33.3333,23.3017,100,35.2291,8,4,136
SBCC,WILLIAMSBURG NORTHSIDE PRESCHOOL,299,NORTH 7 STREET,BROOKLYN,11211,"299 NORTH 7 STREET,BROOKLYN 11211",OK,299 NORTH    7 STREET,BROOKLYN,11211,301,BK1,40.71488,-73.952965,3023230045,718-599-9600,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC32499,PRESCHOOL,SBCC,School Based Child Care,3425159,,,,0,45.1817,4,8.0094,0,23.3017,0,35.2291,8,4,136
SBCC,GREEK AMERICAN INSTITUTE OF NEW YORK INC,3573,BRUCKNER BOULEVARD,BRONX,10461,"3573 BRUCKNER BOULEVARD,BRONX 10461",OK,3573 BRUCKNER BOULEVARD,BRONX,10461,210,BX2,40.848968,-73.828003,2041990001,718-823-2393,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC1884,PRESCHOOL,SBCC,School Based Child Care,2095007,,,,100,45.1817,9,8.0094,0,23.3017,100,35.2291,8,4,136
SBCC,YESHIVA KETANA OF MANHATTAN,346,WEST 89 STREET,MANHATTAN,10024,"346 WEST 89 STREET,MANHATTAN 10024",OK,346 WEST   89 STREET,MANHATTAN,10024,107,MN5,40.791257,-73.977519,1012500061,212-769-1790,,1/23/2115,Active,3 YEARS - 5 YEARS,46,DC1460,PRESCHOOL,SBCC,School Based Child Care,1071378,,,,100,45.1817,1,8.0094,100,23.3017,100,35.2291,8,4,136
SBCC,COMMUNITY PARTNERSHIP CHARTER SCHOOL EDUCATION CORPORATION,241,EMERSON PLACE,BROOKLYN,11205,"241 EMERSON PLACE,BROOKLYN 11205",OK,241 EMERSON PLACE,BROOKLYN,11205,302,BK2,40.690202,-73.961478,3019330102,718-399-3824,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC32956,PRESCHOOL,SBCC,School Based Child Care,3055378,,,,0,45.1817,0,8.0094,0,23.3017,0,35.2291,8,4,136
SBCC,YESHIVA TIFERES ELIMELECH,1650,56 STREET,BROOKLYN,11204,"1650 56 STREET,BROOKLYN 11204",OK,1650 56 STREET,BROOKLYN,11204,312,BK4,40.626499,-73.988584,3054920028,718-438-1177,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC12191,PRESCHOOL,SBCC,School Based Child Care,3130812,,,,100,45.1817,7,8.0094,0,23.3017,100,35.2291,5,4,24
SBCC,YESHIVA AHAVAS TORAH,2961,Nostrand Avenue,BROOKLYN,11229,"2961 Nostrand Avenue,BROOKLYN 11229",OK,2961 NOSTRAND AVENUE,BROOKLYN,11229,318,BK3,40.612249,-73.944087,3077010027,718-339-9656,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC26200,PRESCHOOL,SBCC,School Based Child Care,3212019,,,,50,45.1817,3,8.0094,0,23.3017,50,35.2291,5,4,24
